0,1,1,0.125927,0.960375
0,1,2,0.138357,0.961367
0,1,3,0.150898,0.965833
0,1,4,0.162929,0.968075
0,1,5,0.176240,0.969625
0,1,6,0.188981,0.970250
0,1,7,0.204033,0.971558
0,1,8,0.215948,0.971042
0,1,9,0.228127,0.970767
0,1,10,0.239887,0.971175
0,1,11,0.252106,0.971200
0,1,12,0.263440,0.970325
0,1,13,0.276310,0.971275
0,1,14,0.287445,0.971933
0,1,15,0.302001,0.971492
0,1,16,0.314942,0.971742
0,1,17,0.325256,0.971383
0,1,18,0.335398,0.971467
0,1,19,0.348286,0.972167
0,1,20,0.357110,0.972083
0,1,21,0.370655,0.972692
0,1,22,0.382241,0.971733
0,1,23,0.394125,0.971875
0,1,24,0.403759,0.971617
0,1,25,0.416301,0.971733
0,1,26,0.429267,0.970667
0,1,27,0.442072,0.970858
0,1,28,0.453108,0.969742
0,1,29,0.464851,0.969175
0,1,30,0.478407,0.969783
0,2,1,1.275877,0.953800
0,2,2,0.178572,0.965592
0,2,3,0.189900,0.966033
0,2,4,0.205236,0.968908
0,2,5,0.208122,0.971042
0,2,6,0.227935,0.969900
0,2,7,0.244282,0.971658
0,2,8,0.258438,0.971917
0,2,9,0.257961,0.971617
0,2,10,0.268989,0.971033
0,2,11,0.285499,0.970033
0,2,12,0.311001,0.972758
0,2,13,0.311484,0.972683
0,2,14,1.510838,0.972825
0,2,15,0.342653,0.972742
0,2,16,0.355555,0.972858
0,2,17,0.378112,0.972742
0,2,18,0.363826,0.972958
0,2,19,0.379858,0.972875
0,2,20,1.553929,0.972817
0,2,21,0.399761,0.972808
0,2,22,0.422148,0.972892
0,2,23,1.634779,0.972750
0,2,24,0.440413,0.971950
0,2,25,0.452596,0.971925
0,2,26,1.358741,0.971050
0,2,27,1.396706,0.971917
0,2,28,0.484635,0.971083
0,2,29,0.535555,0.971192
0,2,30,2.458697,0.972133
0,3,1,0.330133,0.966633
0,3,2,0.835949,0.967525
0,3,3,0.199279,0.966158
0,3,4,0.211131,0.967642
0,3,5,0.221483,0.969742
0,3,6,0.239062,0.970258
0,3,7,0.254734,0.968775
0,3,8,0.265749,0.969750
0,3,9,0.281552,0.968683
0,3,10,0.287410,0.969633
0,3,11,1.220393,0.969142
0,3,12,0.327575,0.970508
0,3,13,0.339241,0.970150
0,3,14,0.358021,0.970650
0,3,15,0.362620,0.970217
0,3,16,0.365069,0.970892
0,3,17,0.411213,0.971500
0,3,18,1.292716,0.972000
0,3,19,0.392309,0.970933
0,3,20,0.422089,0.972092
0,3,21,0.463059,0.971725
0,3,22,1.334996,0.971308
0,3,23,0.445302,0.971683
0,3,24,0.525860,0.971217
0,3,25,0.451610,0.971058
0,3,26,0.478530,0.970483
0,3,27,0.566027,0.970133
0,3,28,1.436623,0.970500
0,3,29,0.523825,0.970958
0,3,30,0.593063,0.971250
0,4,1,0.457908,0.963333
0,4,2,0.906291,0.966550
0,4,3,0.212567,0.967875
0,4,4,0.225072,0.967858
0,4,5,0.228733,0.968125
0,4,6,0.252460,0.967708
0,4,7,0.274035,0.968750
0,4,8,0.284612,0.968817
0,4,9,0.283964,0.968825
0,4,10,0.314901,0.969125
0,4,11,1.226733,0.969250
0,4,12,0.974418,0.969192
0,4,13,0.337562,0.970142
0,4,14,0.356652,0.970192
0,4,15,0.387922,0.970058
0,4,16,1.285342,0.970592
0,4,17,0.633193,0.971525
0,4,18,1.160905,0.971517
0,4,19,0.544686,0.971433
0,4,20,0.435143,0.971525
0,4,21,1.322159,0.971617
0,4,22,0.762629,0.971633
0,4,23,1.132862,0.971550
0,4,24,0.467221,0.970717
0,4,25,0.472154,0.970908
0,4,26,1.714247,0.970908
0,4,27,0.582938,0.970775
0,4,28,0.596686,0.970950
0,4,29,1.548773,0.970858
0,4,30,0.613627,0.970917
0,5,1,0.327952,0.964808
0,5,2,0.854248,0.967408
0,5,3,0.215439,0.967075
0,5,4,0.232140,0.968867
0,5,5,0.252903,0.968242
0,5,6,0.261796,0.968208
0,5,7,0.272349,0.968658
0,5,8,0.289382,0.969092
0,5,9,0.300637,0.968617
0,5,10,0.326545,0.969042
0,5,11,0.347911,0.968858
0,5,12,0.364307,0.969225
0,5,13,0.554639,0.970725
0,5,14,1.063694,0.970967
0,5,15,0.537574,0.970825
0,5,16,0.582967,0.971467
