ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,1,20,2217915231,0.6003,0.9788,0.7751,0.8850,0.7966,0.8685
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,1,10,2450998609,0.5826,0.9832,0.7846,0.8851,0.7986,0.8791
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,2,1,2217915231,0.6395,0.9819,0.8036,0.8332,0.8155,0.8909
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,1,15,2450998609,0.5933,0.9823,0.7778,0.8617,0.7898,0.8752
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,2,2,2217915231,0.6467,0.9837,0.8129,0.8660,0.8240,0.8972
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,1,20,2450998609,0.6069,0.9819,0.7626,0.9136,0.7557,0.8665
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,2,3,2217915231,0.6478,0.9828,0.8085,0.8562,0.8234,0.8928
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,2,1,2450998609,0.6408,0.9854,0.8232,0.8580,0.8343,0.9036
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,2,5,2217915231,0.6570,0.9841,0.8199,0.8736,0.8372,0.8997
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,2,2,2450998609,0.6481,0.9863,0.8284,0.8762,0.8384,0.9076
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,2,7,2217915231,0.6550,0.9832,0.8150,0.8701,0.8330,0.8969
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,2,3,2450998609,0.6487,0.9854,0.8278,0.8815,0.8428,0.9052
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,2,10,2217915231,0.6636,0.9828,0.8240,0.8629,0.8367,0.9028
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,2,5,2450998609,0.6559,0.9859,0.8352,0.8865,0.8505,0.9092
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,2,15,2217915231,0.6714,0.9819,0.8219,0.8609,0.8346,0.9010
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,2,7,2450998609,0.6570,0.9854,0.8332,0.8861,0.8493,0.9076
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,2,20,2217915231,0.6851,0.9801,0.8195,0.8560,0.8308,0.8990
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,2,10,2450998609,0.6671,0.9845,0.8283,0.8752,0.8434,0.9049
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,3,1,2217915231,0.6277,0.9819,0.8036,0.8332,0.8155,0.8909
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,2,15,2450998609,0.6733,0.9823,0.8193,0.8475,0.8308,0.8996
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,3,2,2217915231,0.6387,0.9841,0.8202,0.8716,0.8322,0.9013
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,2,20,2450998609,0.6874,0.9810,0.8117,0.8361,0.8206,0.8953
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,3,3,2217915231,0.6464,0.9828,0.8165,0.8553,0.8319,0.8972
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,3,1,2450998609,0.6310,0.9854,0.8232,0.8580,0.8343,0.9036
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,3,5,2217915231,0.6542,0.9823,0.8144,0.8487,0.8285,0.8960
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,3,2,2450998609,0.6362,0.9854,0.8110,0.8593,0.8177,0.8979
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,3,7,2217915231,0.6558,0.9823,0.8217,0.8526,0.8347,0.9000
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,3,3,2450998609,0.6453,0.9845,0.8211,0.8691,0.8355,0.9009
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,3,10,2217915231,0.6605,0.9815,0.8287,0.8421,0.8345,0.9047
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,3,5,2450998609,0.6500,0.9837,0.8224,0.8541,0.8329,0.9015
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,3,15,2217915231,0.6678,0.9779,0.8171,0.8145,0.8155,0.8974
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,3,7,2450998609,0.6556,0.9828,0.8165,0.8420,0.8259,0.8977
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,3,20,2217915231,0.6829,0.9762,0.8174,0.8056,0.8111,0.8974
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,3,10,2450998609,0.6842,0.9823,0.8171,0.8359,0.8251,0.8980
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,5,1,2217915231,0.6355,0.9819,0.8036,0.8332,0.8155,0.8909
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,3,15,2450998609,0.6937,0.9784,0.7973,0.7968,0.7966,0.8870
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,5,2,2217915231,0.6444,0.9832,0.8162,0.8530,0.8254,0.8990
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,3,20,2450998609,0.6995,0.9766,0.7876,0.7832,0.7849,0.8815
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,5,3,2217915231,0.6482,0.9832,0.8238,0.8491,0.8347,0.9022
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,5,1,2450998609,0.6552,0.9854,0.8232,0.8580,0.8343,0.9036
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,5,5,2217915231,0.6541,0.9823,0.8270,0.8403,0.8334,0.9044
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,5,2,2450998609,0.6466,0.9850,0.8090,0.8490,0.8145,0.8967
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,5,7,2217915231,0.6604,0.9819,0.8322,0.8393,0.8357,0.9072
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,5,3,2450998609,0.6653,0.9841,0.8191,0.8605,0.8320,0.8997
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,5,10,2217915231,0.6666,0.9806,0.8372,0.8269,0.8319,0.9107
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,5,5,2450998609,0.6506,0.9828,0.8218,0.8365,0.8276,0.9011
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,5,15,2217915231,0.6749,0.9762,0.8162,0.7957,0.8033,0.8987
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,5,7,2450998609,0.6605,0.9819,0.8178,0.8265,0.8212,0.8988
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,5,20,2217915231,0.6900,0.9731,0.8185,0.7894,0.7978,0.8991
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,5,10,2450998609,0.6711,0.9806,0.8216,0.8189,0.8196,0.9007
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,7,1,2217915231,0.6349,0.9828,0.8183,0.8447,0.8297,0.8992
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,5,15,2450998609,0.6807,0.9766,0.8071,0.7908,0.7947,0.8928
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,7,2,2217915231,0.6491,0.9841,0.8309,0.8641,0.8407,0.9072
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,5,20,2450998609,0.6921,0.9740,0.7988,0.7794,0.7825,0.8879
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,7,3,2217915231,0.6675,0.9841,0.8332,0.8549,0.8427,0.9080
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,7,1,2450998609,0.6391,0.9854,0.8286,0.8566,0.8384,0.9066
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,7,5,2217915231,0.6581,0.9828,0.8344,0.8415,0.8379,0.9089
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,7,2,2450998609,0.6485,0.9850,0.8143,0.8464,0.8197,0.8997
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,7,7,2217915231,0.6675,0.9823,0.8396,0.8405,0.8400,0.9117
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,7,3,2450998609,0.6551,0.9837,0.8171,0.8527,0.8286,0.8986
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,7,10,2217915231,0.6743,0.9823,0.8640,0.8416,0.8519,0.9259
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,7,5,2450998609,0.6789,0.9819,0.8197,0.8295,0.8234,0.8998
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,7,15,2217915231,0.6852,0.9770,0.8443,0.8073,0.8189,0.9147
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,7,7,2450998609,0.6702,0.9815,0.8230,0.8218,0.8219,0.9021
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,7,20,2217915231,0.6930,0.9726,0.8352,0.7895,0.8001,0.9087
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,7,10,2450998609,0.6736,0.9801,0.8340,0.8187,0.8249,0.9080
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,10,1,2217915231,0.6290,0.9823,0.8182,0.8430,0.8288,0.8990
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,7,15,2450998609,0.7019,0.9757,0.8309,0.7990,0.8051,0.9058
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,10,2,2217915231,0.6588,0.9832,0.8268,0.8482,0.8349,0.9049
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,7,20,2450998609,0.6959,0.9735,0.8246,0.7905,0.7954,0.9021
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,10,3,2217915231,0.6479,0.9823,0.8270,0.8384,0.8326,0.9044
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,10,1,2450998609,0.6351,0.9850,0.8238,0.8443,0.8317,0.9044
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,10,5,2217915231,0.6529,0.9815,0.8302,0.8296,0.8293,0.9070
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,10,2,2450998609,0.6393,0.9832,0.8036,0.8177,0.8061,0.8935
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,10,7,2217915231,0.6643,0.9815,0.8355,0.8311,0.8322,0.9099
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,10,3,2450998609,0.6462,0.9837,0.8216,0.8329,0.8254,0.9030
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,10,10,2217915231,0.6727,0.9819,0.8619,0.8372,0.8470,0.9252
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,10,5,2450998609,0.6535,0.9823,0.8315,0.8223,0.8266,0.9083
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,10,15,2217915231,0.6831,0.9744,0.8241,0.7955,0.7983,0.9038
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,10,7,2450998609,0.6572,0.9819,0.8295,0.8152,0.8219,0.9077
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,10,20,2217915231,0.6888,0.9713,0.8317,0.7925,0.7926,0.9076
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,10,10,2450998609,0.6672,0.9801,0.8332,0.8125,0.8205,0.9095
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,15,1,2217915231,0.6388,0.9823,0.8182,0.8430,0.8288,0.8990
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,10,15,2450998609,0.6755,0.9766,0.8395,0.8033,0.8106,0.9125
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,15,2,2217915231,0.6485,0.9832,0.8268,0.8482,0.8349,0.9049
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,10,20,2450998609,0.6825,0.9740,0.8312,0.7912,0.7981,0.9077
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,15,3,2217915231,0.6560,0.9823,0.8270,0.8384,0.8326,0.9044
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,15,1,2450998609,0.6353,0.9850,0.8238,0.8443,0.8317,0.9044
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,15,5,2217915231,0.6655,0.9810,0.8281,0.8261,0.8264,0.9058
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,15,2,2450998609,0.6430,0.9837,0.8109,0.8243,0.8138,0.8976
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,15,7,2217915231,0.6688,0.9810,0.8335,0.8278,0.8292,0.9087
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,15,3,2450998609,0.6489,0.9841,0.8289,0.8385,0.8324,0.9071
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,15,10,2217915231,0.6776,0.9810,0.8579,0.8310,0.8409,0.9229
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,15,5,2450998609,0.6487,0.9828,0.8389,0.8275,0.8328,0.9124
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,15,15,2217915231,0.6892,0.9735,0.8273,0.7941,0.7969,0.9055
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,15,7,2450998609,0.6584,0.9828,0.8389,0.8240,0.8310,0.9129
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,15,20,2217915231,0.6980,0.9704,0.8242,0.7833,0.7858,0.9034
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,15,10,2450998609,0.6657,0.9806,0.8406,0.8174,0.8261,0.9136
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,20,1,2217915231,0.6372,0.9823,0.8182,0.8430,0.8288,0.8990
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,15,15,2450998609,0.6754,0.9753,0.8281,0.7972,0.7999,0.9061
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,20,2,2217915231,0.6459,0.9828,0.8221,0.8421,0.8302,0.9022
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,15,20,2450998609,0.6803,0.9717,0.8130,0.7821,0.7812,0.8974
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,20,3,2217915231,0.6508,0.9819,0.8222,0.8341,0.8281,0.9017
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,20,1,2450998609,0.6404,0.9850,0.8238,0.8443,0.8317,0.9044
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,20,5,2217915231,0.6625,0.9806,0.8234,0.8228,0.8220,0.9032
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,20,2,2450998609,0.6472,0.9832,0.8108,0.8227,0.8129,0.8975
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,20,7,2217915231,0.6592,0.9806,0.8288,0.8247,0.8249,0.9061
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,20,3,2450998609,0.6476,0.9832,0.8268,0.8316,0.8283,0.9058
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,20,10,2217915231,0.6696,0.9801,0.8431,0.8236,0.8299,0.9149
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,20,5,2450998609,0.6558,0.9828,0.8461,0.8335,0.8393,0.9163
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,20,15,2217915231,0.6788,0.9726,0.8125,0.7882,0.7870,0.8973
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,20,7,2450998609,0.6643,0.9828,0.8461,0.8303,0.8375,0.9168
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,1,20,20,2217915231,0.6930,0.9695,0.8094,0.7842,0.7770,0.8952
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,20,10,2450998609,0.6675,0.9823,0.8567,0.8339,0.8432,0.9225
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,2,1,1,2217915231,0.5353,0.9815,0.7962,0.8269,0.8081,0.8868
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,20,15,2450998609,0.6807,0.9762,0.8393,0.8062,0.8104,0.9124
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,2,1,2,2217915231,0.5447,0.9841,0.8095,0.8762,0.8221,0.8955
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,2,1,3,2217915231,0.5515,0.9837,0.8072,0.8736,0.8254,0.8922
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,1,20,20,2450998609,0.6907,0.9735,0.8383,0.7996,0.8030,0.9115
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,2,1,5,2217915231,0.5752,0.9832,0.7998,0.8917,0.8214,0.8871
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,2,1,1,2450998609,0.5365,0.9850,0.8185,0.8507,0.8297,0.9010
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,2,1,2,2450998609,0.5442,0.9854,0.8030,0.8727,0.8073,0.8934
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,2,1,7,2217915231,0.5827,0.9828,0.7959,0.9033,0.8202,0.8839
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,2,1,3,2450998609,0.5501,0.9828,0.7917,0.8542,0.8044,0.8839
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,2,1,10,2217915231,0.5932,0.9819,0.7919,0.8985,0.8157,0.8811
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,2,1,5,2450998609,0.5571,0.9832,0.7865,0.8690,0.7979,0.8811
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,2,1,15,2217915231,0.5875,0.9806,0.7858,0.8800,0.8084,0.8766
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,2,1,7,2450998609,0.5650,0.9832,0.7846,0.8703,0.7977,0.8795
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,2,1,20,2217915231,0.5947,0.9788,0.7751,0.8850,0.7966,0.8685
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,2,1,10,2450998609,0.5811,0.9832,0.7846,0.8851,0.7986,0.8791
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,2,2,1,2217915231,0.6321,0.9815,0.8088,0.8318,0.8186,0.8938
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,2,1,15,2450998609,0.5942,0.9823,0.7778,0.8617,0.7898,0.8752
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,2,2,2,2217915231,0.6455,0.9837,0.8235,0.8587,0.8332,0.9031
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,2,1,20,2450998609,0.6042,0.9819,0.7626,0.9136,0.7557,0.8665
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,2,2,3,2217915231,0.6615,0.9828,0.8157,0.8461,0.8259,0.8978
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,2,2,1,2450998609,0.6327,0.9859,0.8378,0.8672,0.8481,0.9117
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,2,2,5,2217915231,0.6583,0.9828,0.8230,0.8527,0.8337,0.9017
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,2,2,2,2450998609,0.6412,0.9868,0.8411,0.8771,0.8505,0.9145
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,2,2,7,2217915231,0.6617,0.9823,0.8201,0.8496,0.8307,0.9006
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,2,2,3,2450998609,0.6514,0.9863,0.8479,0.8869,0.8614,0.9162
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,2,2,10,2217915231,0.6675,0.9819,0.8310,0.8436,0.8344,0.9080
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,2,2,5,2450998609,0.6512,0.9868,0.8552,0.8914,0.8683,0.9202
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,2,2,15,2217915231,0.6764,0.9801,0.8286,0.8332,0.8285,0.9065
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,2,2,7,2450998609,0.6616,0.9863,0.8532,0.8910,0.8672,0.9186
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,2,2,20,2217915231,0.7034,0.9788,0.8355,0.8356,0.8333,0.9101
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,2,2,10,2450998609,0.6676,0.9859,0.8504,0.8818,0.8623,0.9175
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,0,2,3,1,2217915231,0.6352,0.9815,0.8088,0.8318,0.8186,0.8938
ActivityRecognitionWithHealthyOlderPeopleUsingABatterylessWearableSensor-RoomSet2,2,2,2,15,2450998609,0.6784,0.9832,0.8340,0.8523,0.8421,0.9083
