APSFailure,0,1,1,2217915231,58.1051,0.9888,0.8080,0.8567,0.8305,0.8080
APSFailure,4,1,1,122295871,38.2015,0.9866,0.7782,0.8195,0.7974,0.7782
APSFailure,0,1,2,2217915231,56.1611,0.9886,0.7076,0.9400,0.7807,0.7076
APSFailure,8,1,1,2943242223,53.8277,0.9868,0.7835,0.8252,0.8029,0.7835
APSFailure,12,1,1,1318409860,53.3547,0.9892,0.8010,0.8703,0.8319,0.8010
APSFailure,16,1,1,3099007292,55.4445,0.9866,0.7869,0.8187,0.8019,0.7869
APSFailure,4,1,2,122295871,37.8140,0.9870,0.6781,0.9025,0.7454,0.6781
APSFailure,0,1,3,2217915231,56.6961,0.9879,0.7502,0.8664,0.7969,0.7502
APSFailure,8,1,2,2943242223,54.1265,0.9872,0.6877,0.9070,0.7555,0.6877
APSFailure,12,1,2,1318409860,53.9176,0.9878,0.7036,0.9064,0.7701,0.7036
APSFailure,4,1,3,122295871,38.1185,0.9868,0.7354,0.8447,0.7793,0.7354
APSFailure,16,1,2,3099007292,58.7802,0.9870,0.6840,0.8990,0.7504,0.6840
APSFailure,4,1,5,122295871,40.1137,0.9888,0.7435,0.9039,0.8031,0.7435
APSFailure,8,1,3,2943242223,53.9075,0.9891,0.7740,0.8876,0.8206,0.7740
APSFailure,0,1,5,2217915231,60.7027,0.9874,0.7213,0.8715,0.7766,0.7213
APSFailure,12,1,3,1318409860,55.1816,0.9886,0.7720,0.8709,0.8135,0.7720
APSFailure,16,1,3,3099007292,57.3897,0.9870,0.7302,0.8546,0.7786,0.7302
APSFailure,4,1,7,122295871,39.8405,0.9884,0.7326,0.9002,0.7934,0.7326
APSFailure,8,1,5,2943242223,57.8063,0.9879,0.7378,0.8789,0.7916,0.7378
APSFailure,12,1,5,1318409860,57.0615,0.9895,0.7725,0.8991,0.8234,0.7725
APSFailure,0,1,7,2217915231,60.6407,0.9883,0.7253,0.9029,0.7881,0.7253
APSFailure,4,1,10,122295871,39.9904,0.9876,0.6963,0.9099,0.7642,0.6963
APSFailure,16,1,5,3099007292,61.1091,0.9870,0.7124,0.8682,0.7686,0.7124
APSFailure,4,1,15,122295871,40.3615,0.9879,0.7072,0.9077,0.7736,0.7072
APSFailure,8,1,7,2943242223,57.4325,0.9876,0.7341,0.8730,0.7870,0.7341
APSFailure,12,1,7,1318409860,57.6907,0.9876,0.7250,0.8777,0.7813,0.7250
APSFailure,0,1,10,2217915231,61.6595,0.9862,0.6777,0.8654,0.7379,0.6777
APSFailure,16,1,7,3099007292,59.6751,0.9863,0.6979,0.8563,0.7535,0.6979
APSFailure,4,1,20,122295871,39.3704,0.9867,0.6636,0.9106,0.7322,0.6636
APSFailure,8,1,10,2943242223,57.5030,0.9870,0.6840,0.8990,0.7504,0.6840
APSFailure,12,1,10,1318409860,57.1926,0.9867,0.6887,0.8767,0.7503,0.6887
APSFailure,4,2,1,122295871,32.2467,0.9846,0.7772,0.7833,0.7802,0.7772
APSFailure,0,1,15,2217915231,60.7677,0.9868,0.6959,0.8748,0.7563,0.6959
APSFailure,16,1,10,3099007292,60.3799,0.9870,0.6911,0.8899,0.7552,0.6911
APSFailure,4,2,2,122295871,32.7994,0.9870,0.6781,0.9025,0.7454,0.6781
APSFailure,8,1,15,2943242223,59.0780,0.9886,0.7275,0.9150,0.7929,0.7275
APSFailure,12,1,15,1318409860,57.1767,0.9888,0.7328,0.9162,0.7976,0.7328
APSFailure,0,1,20,2217915231,60.6205,0.9870,0.6781,0.9025,0.7454,0.6781
APSFailure,4,2,3,122295871,33.3656,0.9853,0.7345,0.8047,0.7649,0.7345
APSFailure,16,1,15,3099007292,60.5037,0.9866,0.6838,0.8806,0.7466,0.6838
APSFailure,4,2,5,122295871,36.6476,0.9888,0.7435,0.9039,0.8031,0.7435
APSFailure,8,1,20,2943242223,56.8599,0.9868,0.6804,0.8974,0.7467,0.6804
APSFailure,12,1,20,1318409860,57.0448,0.9882,0.7038,0.9254,0.7742,0.7038
APSFailure,0,2,1,2217915231,51.2400,0.9696,0.7982,0.6574,0.7042,0.7982
APSFailure,16,1,20,3099007292,60.6741,0.9866,0.6731,0.8940,0.7390,0.6731
APSFailure,4,2,7,122295871,36.8345,0.9884,0.7326,0.9002,0.7934,0.7326
APSFailure,12,2,1,1318409860,50.0279,0.9832,0.7980,0.7607,0.7780,0.7980
APSFailure,8,2,1,2943242223,52.4145,0.9868,0.7835,0.8252,0.8029,0.7835
APSFailure,0,2,2,2217915231,52.6043,0.9886,0.7076,0.9400,0.7807,0.7076
APSFailure,4,2,10,122295871,36.7397,0.9878,0.7000,0.9112,0.7678,0.7000
APSFailure,16,2,1,3099007292,54.4800,0.9866,0.7869,0.8187,0.8019,0.7869
APSFailure,12,2,2,1318409860,50.3474,0.9878,0.7036,0.9064,0.7701,0.7036
APSFailure,4,2,15,122295871,36.6882,0.9880,0.7109,0.9090,0.7772,0.7109
APSFailure,8,2,2,2943242223,54.2118,0.9872,0.6877,0.9070,0.7555,0.6877
APSFailure,0,2,3,2217915231,52.5692,0.9836,0.7480,0.7693,0.7582,0.7480
APSFailure,16,2,2,3099007292,55.4143,0.9870,0.6840,0.8990,0.7504,0.6840
APSFailure,4,2,20,122295871,37.3976,0.9868,0.6673,0.9122,0.7363,0.6673
APSFailure,12,2,3,1318409860,50.9927,0.9886,0.7720,0.8709,0.8135,0.7720
APSFailure,8,2,3,2943242223,52.9897,0.9891,0.7740,0.8876,0.8206,0.7740
